addr,bank,kind,canonical_addr,canonical_bank,covering_addr,covering_bank,evidence_count,source_flags_hex,source_flags
98CE,4,standalone,98CE,4,98CE,4,9,0x24,table_run|xbank
98D0,4,standalone,98D0,4,98D0,4,9,0x24,table_run|xbank
98DE,4,standalone,98DE,4,98DE,4,11,0x24,table_run|xbank
98F2,4,standalone,98F2,4,98F2,4,13,0x24,table_run|xbank
996C,4,standalone,996C,4,996C,4,13,0x24,table_run|xbank
99FD,4,standalone,99FD,4,99FD,4,14,0x24,table_run|xbank
99A7,4,standalone,99A7,4,99A7,4,14,0x24,table_run|xbank
9A45,4,standalone,9A45,4,9A45,4,14,0x24,table_run|xbank
99F2,4,standalone,99F2,4,99F2,4,14,0x24,table_run|xbank
9A05,4,standalone,9A05,4,9A05,4,16,0x24,table_run|xbank
943C,6,standalone,943C,6,943C,6,1,0x20,xbank
9D07,6,standalone,9D07,6,9D07,6,20,0x20,xbank
9E17,6,standalone,9E17,6,9E17,6,19,0x20,xbank
8795,6,secondary,873A,6,873A,6,29,0x24,table_run|xbank
A795,6,standalone,A795,6,A795,6,29,0x24,table_run|xbank
8015,6,standalone,8015,6,8015,6,13,0x20,xbank
A015,6,standalone,A015,6,A015,6,11,0x20,xbank
8050,6,standalone,8050,6,8050,6,12,0x24,table_run|xbank
A050,6,standalone,A050,6,A050,6,12,0x24,table_run|xbank
80F1,6,secondary,80C3,6,80C3,6,12,0x24,table_run|xbank
A0F1,6,standalone,A0F1,6,A0F1,6,12,0x24,table_run|xbank
8467,6,secondary,8445,6,8445,6,11,0x20,xbank
A467,6,standalone,A467,6,A467,6,11,0x20,xbank
8676,6,standalone,8676,6,8676,6,68,0x24,table_run|xbank
A676,6,standalone,A676,6,A676,6,68,0x24,table_run|xbank
CB10,7,standalone,CB10,7,C004,7,65,0x21,control|xbank
8B10,0,standalone,8B10,0,8B10,0,65,0x20,xbank
AB10,0,standalone,AB10,0,AB10,0,65,0x20,xbank
8B10,1,standalone,8B10,1,8B10,1,65,0x20,xbank
AB10,1,standalone,AB10,1,AB10,1,65,0x20,xbank
8B10,2,standalone,8B10,2,8B10,2,65,0x20,xbank
AB10,2,standalone,AB10,2,AB10,2,65,0x20,xbank
8B10,3,standalone,8B10,3,8B10,3,65,0x20,xbank
AB10,3,standalone,AB10,3,AB10,3,65,0x20,xbank
8B10,4,standalone,8B10,4,8B10,4,65,0x20,xbank
AB10,4,standalone,AB10,4,AB10,4,65,0x20,xbank
8B10,5,secondary,8594,5,8594,5,65,0x20,xbank
AB10,5,standalone,AB10,5,AB10,5,65,0x20,xbank
8B10,6,standalone,8B10,6,8B10,6,65,0x20,xbank
AB10,6,standalone,AB10,6,AB10,6,65,0x20,xbank
CB13,7,standalone,CB13,7,C004,7,69,0x25,control|table_run|xbank
8B13,0,standalone,8B13,0,8B13,0,69,0x20,xbank
AB13,0,standalone,AB13,0,AB13,0,69,0x20,xbank
8B13,1,standalone,8B13,1,8B13,1,69,0x20,xbank
AB13,1,standalone,AB13,1,AB13,1,69,0x20,xbank
8B13,2,standalone,8B13,2,8B13,2,69,0x20,xbank
AB13,2,standalone,AB13,2,AB13,2,69,0x20,xbank
8B13,3,standalone,8B13,3,8B13,3,69,0x20,xbank
AB13,3,standalone,AB13,3,AB13,3,69,0x20,xbank
8B13,4,standalone,8B13,4,8B13,4,69,0x20,xbank
AB13,4,standalone,AB13,4,AB13,4,69,0x20,xbank
8B13,5,standalone,8B13,5,8B13,5,69,0x20,xbank
AB13,5,standalone,AB13,5,AB13,5,69,0x20,xbank
8B13,6,standalone,8B13,6,8B13,6,69,0x20,xbank
AB13,6,standalone,AB13,6,AB13,6,69,0x20,xbank
80C3,6,standalone,80C3,6,80C3,6,26,0x21,control|xbank
A0C3,6,standalone,A0C3,6,A0C3,6,26,0x21,control|xbank
8082,6,standalone,8082,6,8082,6,13,0x21,control|xbank
A082,6,standalone,A082,6,A082,6,13,0x21,control|xbank
D0F5,7,standalone,D0F5,7,D0F5,7,10,0x03,control|ptr_scan
D197,7,standalone,D197,7,D197,7,2,0x03,control|ptr_scan
DEA8,7,standalone,DEA8,7,D0F5,7,83,0x03,control|ptr_scan
C354,7,standalone,C354,7,C354,7,2,0x20,xbank
C361,7,secondary,C004,7,C004,7,4,0x22,ptr_scan|xbank
9ACA,0,standalone,9ACA,0,9ACA,0,1,0x20,xbank
9ACA,1,standalone,9ACA,1,9ACA,1,1,0x20,xbank
9ACA,2,standalone,9ACA,2,9ACA,2,1,0x20,xbank
9ACA,3,standalone,9ACA,3,9ACA,3,1,0x20,xbank
9ACA,4,standalone,9ACA,4,9ACA,4,1,0x20,xbank
9ACA,5,secondary,9AC2,5,9AC2,5,1,0x20,xbank
9ACA,6,standalone,9ACA,6,9ACA,6,1,0x20,xbank
E544,7,standalone,E544,7,E544,7,10,0x03,control|ptr_scan
D9F0,7,standalone,D9F0,7,CA16,7,12,0x03,control|ptr_scan
99F0,0,standalone,99F0,0,99F0,0,10,0x20,xbank
B9F0,0,standalone,B9F0,0,B9F0,0,10,0x20,xbank
99F0,1,standalone,99F0,1,99F0,1,10,0x20,xbank
B9F0,1,standalone,B9F0,1,B9F0,1,10,0x20,xbank
99F0,2,standalone,99F0,2,99F0,2,10,0x20,xbank
B9F0,2,standalone,B9F0,2,B9F0,2,10,0x20,xbank
99F0,3,standalone,99F0,3,99F0,3,10,0x20,xbank
B9F0,3,standalone,B9F0,3,B9F0,3,10,0x20,xbank
99F0,4,standalone,99F0,4,99F0,4,10,0x20,xbank
B9F0,4,secondary,B0C6,4,B0C6,4,10,0x20,xbank
99F0,5,standalone,99F0,5,99F0,5,10,0x20,xbank
B9F0,5,standalone,B9F0,5,B9F0,5,10,0x20,xbank
99F0,6,standalone,99F0,6,99F0,6,10,0x20,xbank
B9F0,6,standalone,B9F0,6,B9F0,6,10,0x20,xbank
C444,7,standalone,C444,7,C444,7,2,0x20,xbank
96B8,0,standalone,96B8,0,96B8,0,1,0x20,xbank
B6B8,0,standalone,B6B8,0,B6B8,0,1,0x20,xbank
96B8,1,standalone,96B8,1,96B8,1,1,0x20,xbank
B6B8,1,standalone,B6B8,1,B6B8,1,1,0x20,xbank
96B8,2,standalone,96B8,2,96B8,2,1,0x20,xbank
B6B8,2,standalone,B6B8,2,B6B8,2,1,0x20,xbank
96B8,3,standalone,96B8,3,96B8,3,1,0x20,xbank
B6B8,3,standalone,B6B8,3,B6B8,3,1,0x20,xbank
96B8,4,standalone,96B8,4,96B8,4,1,0x20,xbank
96B8,5,secondary,8629,5,8629,5,1,0x20,xbank
B6B8,5,secondary,B212,5,B212,5,1,0x20,xbank
96B8,6,standalone,96B8,6,96B8,6,1,0x20,xbank
B6B8,6,standalone,B6B8,6,B6B8,6,1,0x20,xbank
97E8,0,standalone,97E8,0,97E8,0,3,0x20,xbank
B7E8,0,standalone,B7E8,0,B7E8,0,3,0x20,xbank
97E8,1,standalone,97E8,1,97E8,1,3,0x20,xbank
B7E8,1,standalone,B7E8,1,B7E8,1,3,0x20,xbank
97E8,2,standalone,97E8,2,97E8,2,3,0x20,xbank
B7E8,2,standalone,B7E8,2,B7E8,2,3,0x20,xbank
97E8,3,standalone,97E8,3,97E8,3,3,0x20,xbank
B7E8,3,standalone,B7E8,3,B7E8,3,3,0x20,xbank
97E8,4,standalone,97E8,4,97E8,4,3,0x20,xbank
B7E8,4,secondary,B0C6,4,B0C6,4,3,0x20,xbank
97E8,5,secondary,97E1,5,97E1,5,3,0x20,xbank
B7E8,5,secondary,B212,5,B212,5,3,0x20,xbank
97E8,6,standalone,97E8,6,97E8,6,3,0x20,xbank
B7E8,6,standalone,B7E8,6,B7E8,6,3,0x20,xbank
96F4,0,standalone,96F4,0,96F4,0,3,0x20,xbank
B6F4,0,standalone,B6F4,0,B6F4,0,3,0x20,xbank
96F4,1,standalone,96F4,1,96F4,1,3,0x20,xbank
B6F4,1,standalone,B6F4,1,B6F4,1,3,0x20,xbank
96F4,2,standalone,96F4,2,96F4,2,3,0x20,xbank
B6F4,2,standalone,B6F4,2,B6F4,2,3,0x20,xbank
96F4,3,standalone,96F4,3,96F4,3,3,0x20,xbank
B6F4,3,standalone,B6F4,3,B6F4,3,3,0x20,xbank
96F4,4,standalone,96F4,4,96F4,4,3,0x20,xbank
B6F4,4,secondary,B0C6,4,B0C6,4,3,0x20,xbank
96F4,5,secondary,8629,5,8629,5,3,0x20,xbank
B6F4,5,standalone,B6F4,5,B6F4,5,3,0x20,xbank
96F4,6,standalone,96F4,6,96F4,6,3,0x20,xbank
B6F4,6,standalone,B6F4,6,B6F4,6,3,0x20,xbank
9756,0,standalone,9756,0,9756,0,49,0x20,xbank
B756,0,standalone,B756,0,B756,0,49,0x20,xbank
9756,1,standalone,9756,1,9756,1,49,0x20,xbank
B756,1,standalone,B756,1,B756,1,49,0x20,xbank
9756,2,standalone,9756,2,9756,2,49,0x20,xbank
B756,2,standalone,B756,2,B756,2,49,0x20,xbank
9756,3,standalone,9756,3,9756,3,49,0x20,xbank
B756,3,standalone,B756,3,B756,3,49,0x20,xbank
9756,4,standalone,9756,4,9756,4,49,0x20,xbank
B756,4,secondary,B0C6,4,B0C6,4,49,0x20,xbank
9756,5,secondary,974C,5,974C,5,49,0x20,xbank
B756,5,secondary,B212,5,B212,5,49,0x20,xbank
9756,6,standalone,9756,6,9756,6,49,0x20,xbank
B756,6,standalone,B756,6,B756,6,49,0x20,xbank
9950,0,standalone,9950,0,9950,0,3,0x20,xbank
B950,0,standalone,B950,0,B950,0,3,0x20,xbank
9950,1,standalone,9950,1,9950,1,3,0x20,xbank
B950,1,standalone,B950,1,B950,1,3,0x20,xbank
9950,2,standalone,9950,2,9950,2,3,0x20,xbank
B950,2,standalone,B950,2,B950,2,3,0x20,xbank
9950,3,standalone,9950,3,9950,3,3,0x20,xbank
B950,3,standalone,B950,3,B950,3,3,0x20,xbank
9950,4,standalone,9950,4,9950,4,3,0x20,xbank
B950,4,secondary,B0C6,4,B0C6,4,3,0x20,xbank
9950,5,secondary,993A,5,993A,5,3,0x20,xbank
B950,5,secondary,B212,5,B212,5,3,0x20,xbank
9950,6,standalone,9950,6,9950,6,3,0x20,xbank
B950,6,standalone,B950,6,B950,6,3,0x20,xbank
9920,0,standalone,9920,0,9920,0,4,0x20,xbank
B920,0,standalone,B920,0,B920,0,4,0x20,xbank
9920,1,standalone,9920,1,9920,1,4,0x20,xbank
B920,1,standalone,B920,1,B920,1,4,0x20,xbank
9920,2,standalone,9920,2,9920,2,4,0x20,xbank
B920,2,standalone,B920,2,B920,2,4,0x20,xbank
9920,3,standalone,9920,3,9920,3,4,0x20,xbank
B920,3,standalone,B920,3,B920,3,4,0x20,xbank
9920,4,standalone,9920,4,9920,4,4,0x20,xbank
9920,5,standalone,9920,5,9920,5,4,0x20,xbank
B920,5,secondary,B8A0,5,B8A0,5,4,0x20,xbank
9920,6,standalone,9920,6,9920,6,4,0x20,xbank
B920,6,standalone,B920,6,B920,6,4,0x20,xbank
9842,0,standalone,9842,0,9842,0,13,0x20,xbank
B842,0,standalone,B842,0,B842,0,13,0x20,xbank
9842,1,standalone,9842,1,9842,1,13,0x20,xbank
B842,1,standalone,B842,1,B842,1,13,0x20,xbank
9842,2,standalone,9842,2,9842,2,13,0x20,xbank
B842,2,standalone,B842,2,B842,2,13,0x20,xbank
9842,3,standalone,9842,3,9842,3,13,0x20,xbank
B842,3,standalone,B842,3,B842,3,13,0x20,xbank
9842,4,standalone,9842,4,9842,4,13,0x20,xbank
B842,4,secondary,B0C6,4,B0C6,4,13,0x20,xbank
9842,5,secondary,9802,5,9802,5,13,0x20,xbank
B842,5,standalone,B842,5,B842,5,13,0x20,xbank
9842,6,standalone,9842,6,9842,6,13,0x20,xbank
B842,6,standalone,B842,6,B842,6,13,0x20,xbank
C735,7,secondary,C004,7,C004,7,1,0x20,xbank
E4B5,7,standalone,E4B5,7,E4B5,7,2,0x03,control|ptr_scan
881F,4,standalone,881F,4,881F,4,1,0x20,xbank
A81F,4,standalone,A81F,4,A81F,4,1,0x20,xbank
B5AB,4,standalone,B5AB,4,B5AB,4,1,0x20,xbank
B875,4,standalone,B875,4,B875,4,1,0x20,xbank
B851,4,standalone,B851,4,B851,4,1,0x20,xbank
B9A0,4,standalone,B9A0,4,B9A0,4,2,0x20,xbank
BB67,4,standalone,BB67,4,BB67,4,1,0x20,xbank
BBA7,4,standalone,BBA7,4,BBA7,4,1,0x20,xbank
BBD5,4,standalone,BBD5,4,BBD5,4,1,0x20,xbank
9802,5,standalone,9802,5,9483,5,12,0x25,control|table_run|xbank
B791,5,standalone,B791,5,B212,5,4,0x25,control|table_run|xbank
ED45,7,standalone,ED45,7,ED45,7,92,0x27,control|ptr_scan|table_run|xbank
9304,6,standalone,9304,6,9304,6,2,0x20,xbank
930C,6,standalone,930C,6,930C,6,2,0x20,xbank
B2A2,6,standalone,B2A2,6,B2A2,6,7,0x24,table_run|xbank
B2A8,6,standalone,B2A8,6,B2A8,6,6,0x24,table_run|xbank
B29E,6,standalone,B29E,6,B29E,6,8,0x24,table_run|xbank
B2B6,6,standalone,B2B6,6,B2B6,6,7,0x24,table_run|xbank
B2BC,6,standalone,B2BC,6,B2BC,6,6,0x24,table_run|xbank
B2F5,6,standalone,B2F5,6,B2F5,6,2,0x20,xbank
BFAD,0,standalone,BFAD,0,BFAD,0,1,0x20,xbank
BF2E,0,standalone,BF2E,0,BF2E,0,1,0x20,xbank
9649,1,standalone,9649,1,9649,1,5,0x20,xbank
963B,1,standalone,963B,1,963B,1,5,0x20,xbank
9672,1,standalone,9672,1,9672,1,5,0x20,xbank
B420,1,standalone,B420,1,B420,1,5,0x20,xbank
9420,1,standalone,9420,1,9420,1,5,0x20,xbank
9717,1,standalone,9717,1,9717,1,5,0x20,xbank
9727,1,standalone,9727,1,9727,1,5,0x20,xbank
979E,1,standalone,979E,1,979E,1,5,0x20,xbank
97D7,1,standalone,97D7,1,97D7,1,5,0x20,xbank
8602,1,standalone,8602,1,8602,1,4,0x20,xbank
988E,1,standalone,988E,1,988E,1,5,0x20,xbank
993A,1,standalone,993A,1,993A,1,5,0x20,xbank
9942,1,standalone,9942,1,9942,1,5,0x20,xbank
99EA,1,standalone,99EA,1,99EA,1,5,0x20,xbank
9A13,1,standalone,9A13,1,9A13,1,5,0x20,xbank
9A05,1,standalone,9A05,1,9A05,1,5,0x20,xbank
9A78,1,standalone,9A78,1,9A78,1,5,0x20,xbank
9A8E,1,standalone,9A8E,1,9A8E,1,5,0x20,xbank
9A9D,1,standalone,9A9D,1,9A9D,1,5,0x20,xbank
9AB0,1,standalone,9AB0,1,9AB0,1,5,0x20,xbank
A622,1,standalone,A622,1,A622,1,6,0x20,xbank
8622,1,standalone,8622,1,8622,1,6,0x20,xbank
9B30,1,standalone,9B30,1,9B30,1,5,0x20,xbank
E900,7,standalone,E900,7,E900,7,6,0x20,xbank
9BB4,1,standalone,9BB4,1,9BB4,1,6,0x20,xbank
8030,1,standalone,8030,1,8030,1,7,0x20,xbank
9C25,1,standalone,9C25,1,9C25,1,6,0x20,xbank
9C62,1,standalone,9C62,1,9C62,1,6,0x20,xbank
9C71,1,standalone,9C71,1,9C71,1,6,0x20,xbank
9300,1,standalone,9300,1,9300,1,5,0x24,table_run|xbank
9E7F,1,standalone,9E7F,1,9E7F,1,5,0x24,table_run|xbank
E868,7,standalone,E868,7,E868,7,5,0x24,table_run|xbank
BCD9,3,standalone,BCD9,3,BCD9,3,20,0x20,xbank
BCCC,3,standalone,BCCC,3,BCCC,3,20,0x20,xbank
BDF9,3,standalone,BDF9,3,BDF9,3,20,0x20,xbank
960A,4,standalone,960A,4,960A,4,1,0x20,xbank
ED0C,7,standalone,ED0C,7,ED0C,7,27,0x25,control|table_run|xbank
961C,2,standalone,961C,2,961C,2,1,0x20,xbank
963A,2,standalone,963A,2,963A,2,3,0x20,xbank
9658,2,standalone,9658,2,9658,2,3,0x24,table_run|xbank
B63A,3,standalone,B63A,3,B63A,3,1,0x20,xbank
8BCA,6,standalone,8BCA,6,8BCA,6,1,0x20,xbank
8437,4,standalone,8437,4,8437,4,1,0x20,xbank
9015,5,standalone,9015,5,8594,5,2,0x21,control|xbank
8A5B,6,standalone,8A5B,6,8A5B,6,14,0x25,control|table_run|xbank
B082,4,standalone,B082,4,B082,4,1,0x20,xbank
B0D6,4,secondary,B0D0,4,B0D0,4,1,0x20,xbank
B158,4,standalone,B158,4,B158,4,1,0x20,xbank
B179,4,standalone,B179,4,B179,4,1,0x20,xbank
8F86,5,secondary,8594,5,8594,5,1,0x20,xbank
9B6E,5,standalone,9B6E,5,9483,5,89,0x25,control|table_run|xbank
8F8B,5,standalone,8F8B,5,8594,5,22,0x25,control|table_run|xbank
8FC2,5,standalone,8FC2,5,8594,5,21,0x25,control|table_run|xbank
FC13,7,secondary,F72F,7,F72F,7,5,0x26,ptr_scan|table_run|xbank
A835,3,standalone,A835,3,A835,3,6,0x20,xbank
FC08,7,secondary,F72F,7,F72F,7,11,0x24,table_run|xbank
AB75,3,standalone,AB75,3,AB75,3,6,0x20,xbank
ABAB,3,standalone,ABAB,3,ABAB,3,6,0x20,xbank
8895,6,standalone,8895,6,8895,6,15,0x25,control|table_run|xbank
A822,6,standalone,A822,6,A822,6,1,0x20,xbank
A803,6,standalone,A803,6,A803,6,2,0x20,xbank
AFBF,5,standalone,AFBF,5,AFBF,5,19,0x25,control|table_run|xbank
AFC1,5,standalone,AFC1,5,AFBF,5,3,0x25,control|table_run|xbank
92B8,6,standalone,92B8,6,92B8,6,2,0x20,xbank
92D0,6,standalone,92D0,6,92D0,6,10,0x20,xbank
92D8,6,standalone,92D8,6,92D8,6,4,0x20,xbank
92E0,6,standalone,92E0,6,92E0,6,4,0x20,xbank
9402,6,standalone,9402,6,9402,6,2,0x20,xbank
940A,6,standalone,940A,6,940A,6,2,0x20,xbank
9412,6,standalone,9412,6,9412,6,1,0x20,xbank
84F2,5,standalone,84F2,5,84F2,5,19,0x25,control|table_run|xbank
84EC,6,secondary,84EA,6,84EA,6,23,0x24,table_run|xbank
85E1,6,standalone,85E1,6,8567,6,31,0x25,control|table_run|xbank
E457,7,standalone,E457,7,E457,7,262,0x24,table_run|xbank
8390,6,standalone,8390,6,8390,6,36,0x24,table_run|xbank
A390,6,standalone,A390,6,A390,6,36,0x24,table_run|xbank
837D,6,standalone,837D,6,837D,6,40,0x24,table_run|xbank
A37D,6,standalone,A37D,6,A37D,6,40,0x24,table_run|xbank
8361,6,standalone,8361,6,8361,6,9,0x24,table_run|xbank
A361,6,standalone,A361,6,A361,6,9,0x24,table_run|xbank
83A8,6,standalone,83A8,6,83A8,6,22,0x24,table_run|xbank
A3A8,6,standalone,A3A8,6,A3A8,6,22,0x24,table_run|xbank
828F,6,standalone,828F,6,828F,6,12,0x24,table_run|xbank
A28F,6,standalone,A28F,6,A28F,6,12,0x24,table_run|xbank
83E0,6,secondary,83AE,6,83AE,6,20,0x20,xbank
A3E0,6,standalone,A3E0,6,A3E0,6,20,0x20,xbank
832F,6,standalone,832F,6,832F,6,11,0x24,table_run|xbank
A32F,6,standalone,A32F,6,A32F,6,11,0x24,table_run|xbank
83CA,6,secondary,83AE,6,83AE,6,54,0x20,xbank
A3CA,6,standalone,A3CA,6,A3CA,6,54,0x20,xbank
83D9,6,standalone,83D9,6,83D9,6,18,0x20,xbank
A3D9,6,standalone,A3D9,6,A3D9,6,18,0x20,xbank
EEF1,7,standalone,EEF1,7,EEF1,7,14,0x24,table_run|xbank
85BE,6,standalone,85BE,6,85BE,6,16,0x25,control|table_run|xbank
A5BE,6,standalone,A5BE,6,A5BE,6,16,0x25,control|table_run|xbank
8513,6,secondary,84EA,6,84EA,6,8,0x24,table_run|xbank
A513,6,standalone,A513,6,A513,6,8,0x24,table_run|xbank
A58E,6,standalone,A58E,6,A58E,6,7,0x24,table_run|xbank
A596,6,standalone,A596,6,A596,6,7,0x24,table_run|xbank
A5AB,6,standalone,A5AB,6,A5AB,6,8,0x24,table_run|xbank
CB16,7,secondary,C004,7,C004,7,31,0x24,table_run|xbank
8B16,0,standalone,8B16,0,8B16,0,31,0x20,xbank
AB16,0,standalone,AB16,0,AB16,0,31,0x20,xbank
8B16,1,standalone,8B16,1,8B16,1,31,0x20,xbank
AB16,1,standalone,AB16,1,AB16,1,31,0x20,xbank
8B16,2,standalone,8B16,2,8B16,2,31,0x20,xbank
AB16,2,standalone,AB16,2,AB16,2,31,0x20,xbank
8B16,3,standalone,8B16,3,8B16,3,31,0x20,xbank
AB16,3,standalone,AB16,3,AB16,3,31,0x20,xbank
8B16,4,standalone,8B16,4,8B16,4,31,0x20,xbank
AB16,4,standalone,AB16,4,AB16,4,31,0x20,xbank
8B16,5,secondary,8594,5,8594,5,31,0x20,xbank
AB16,5,standalone,AB16,5,AB16,5,31,0x20,xbank
8B16,6,standalone,8B16,6,8B16,6,31,0x20,xbank
AB16,6,standalone,AB16,6,AB16,6,31,0x20,xbank
8607,6,standalone,8607,6,8567,6,32,0x25,control|table_run|xbank
A607,6,standalone,A607,6,A607,6,32,0x25,control|table_run|xbank
CB19,7,standalone,CB19,7,C004,7,11,0x25,control|table_run|xbank
8B19,0,standalone,8B19,0,8B19,0,11,0x20,xbank
AB19,0,standalone,AB19,0,AB19,0,11,0x20,xbank
8B19,1,standalone,8B19,1,8B19,1,11,0x20,xbank
AB19,1,standalone,AB19,1,AB19,1,11,0x20,xbank
8B19,2,standalone,8B19,2,8B19,2,11,0x20,xbank
AB19,2,standalone,AB19,2,AB19,2,11,0x20,xbank
8B19,3,standalone,8B19,3,8B19,3,11,0x20,xbank
AB19,3,standalone,AB19,3,AB19,3,11,0x20,xbank
8B19,4,standalone,8B19,4,8B19,4,11,0x20,xbank
AB19,4,standalone,AB19,4,AB19,4,11,0x20,xbank
8B19,5,secondary,8594,5,8594,5,11,0x20,xbank
AB19,5,standalone,AB19,5,AB19,5,11,0x20,xbank
8B19,6,standalone,8B19,6,8B19,6,11,0x20,xbank
AB19,6,standalone,AB19,6,AB19,6,11,0x20,xbank
8609,6,standalone,8609,6,8609,6,10,0x24,table_run|xbank
A609,6,secondary,A607,6,A607,6,10,0x24,table_run|xbank
8619,6,standalone,8619,6,8619,6,10,0x24,table_run|xbank
A619,6,secondary,A607,6,A607,6,10,0x24,table_run|xbank
A635,6,standalone,A635,6,A635,6,8,0x24,table_run|xbank
FF5C,7,secondary,FCFD,7,FCFD,7,8,0x24,table_run|xbank
A6A3,6,standalone,A6A3,6,A6A3,6,8,0x24,table_run|xbank
A687,6,standalone,A687,6,A687,6,8,0x24,table_run|xbank
A6C9,6,standalone,A6C9,6,A6C9,6,8,0x24,table_run|xbank
8694,6,standalone,8694,6,8694,6,10,0x24,table_run|xbank
A694,6,standalone,A694,6,A694,6,10,0x24,table_run|xbank
9A5D,6,standalone,9A5D,6,9A5D,6,1,0x20,xbank
CB1C,7,standalone,CB1C,7,C004,7,10,0x25,control|table_run|xbank
8B1C,0,standalone,8B1C,0,8B1C,0,10,0x20,xbank
AB1C,0,standalone,AB1C,0,AB1C,0,10,0x20,xbank
8B1C,1,standalone,8B1C,1,8B1C,1,10,0x20,xbank
AB1C,1,standalone,AB1C,1,AB1C,1,10,0x20,xbank
8B1C,2,standalone,8B1C,2,8B1C,2,10,0x20,xbank
AB1C,2,standalone,AB1C,2,AB1C,2,10,0x20,xbank
8B1C,3,standalone,8B1C,3,8B1C,3,10,0x20,xbank
AB1C,3,standalone,AB1C,3,AB1C,3,10,0x20,xbank
8B1C,4,standalone,8B1C,4,8B1C,4,10,0x20,xbank
AB1C,4,standalone,AB1C,4,AB1C,4,10,0x20,xbank
8B1C,5,secondary,8594,5,8594,5,10,0x20,xbank
AB1C,5,standalone,AB1C,5,AB1C,5,10,0x20,xbank
8B1C,6,standalone,8B1C,6,8B1C,6,10,0x20,xbank
AB1C,6,standalone,AB1C,6,AB1C,6,10,0x20,xbank
884E,6,standalone,884E,6,884E,6,7,0x24,table_run|xbank
A84E,6,standalone,A84E,6,A84E,6,7,0x24,table_run|xbank
9B8E,6,standalone,9B8E,6,9B8E,6,1,0x20,xbank
BA04,2,standalone,BA04,2,BA04,2,1,0x20,xbank
FCA5,7,standalone,FCA5,7,FCA5,7,1,0x20,xbank
FBD9,7,standalone,FBD9,7,FBD9,7,34,0x22,ptr_scan|xbank
FC0A,7,standalone,FC0A,7,FC0A,7,16,0x22,ptr_scan|xbank
BB2C,5,standalone,BB2C,5,BB28,5,8,0x25,control|table_run|xbank
F9F2,7,standalone,F9F2,7,F72F,7,67,0x23,control|ptr_scan|xbank
B757,3,standalone,B757,3,B757,3,1,0x20,xbank
A0BC,3,standalone,A0BC,3,A0BC,3,3,0x20,xbank
A0EF,3,standalone,A0EF,3,A0EF,3,2,0x20,xbank
A102,3,standalone,A102,3,A102,3,1,0x20,xbank
B869,3,standalone,B869,3,B869,3,1,0x20,xbank
B81B,3,standalone,B81B,3,B81B,3,1,0x20,xbank
B7DD,3,standalone,B7DD,3,B7DD,3,1,0x20,xbank
99BB,3,standalone,99BB,3,99BB,3,1,0x20,xbank
C2CC,7,standalone,C2CC,7,C2CC,7,3,0x20,xbank
82E4,5,standalone,82E4,5,82E4,5,6,0x21,control|xbank
8302,5,standalone,8302,5,82B0,5,3,0x21,control|xbank
EC72,7,standalone,EC72,7,EC36,7,70,0x25,control|table_run|xbank
A37D,5,standalone,A37D,5,9483,5,8,0x25,control|table_run|xbank
9A97,5,standalone,9A97,5,9483,5,67,0x25,control|table_run|xbank
BA97,5,standalone,BA97,5,BA97,5,15,0x25,control|table_run|xbank
9AA4,5,standalone,9AA4,5,9483,5,65,0x25,control|table_run|xbank
BAA4,5,standalone,BAA4,5,BAA4,5,15,0x25,control|table_run|xbank
EB97,7,standalone,EB97,7,EB97,7,9,0x24,table_run|xbank
85E5,3,standalone,85E5,3,85E5,3,1,0x20,xbank
A5D8,3,standalone,A5D8,3,A5D8,3,4,0x20,xbank
A60E,3,standalone,A60E,3,A60E,3,1,0x20,xbank
85CE,4,secondary,856F,4,856F,4,3,0x20,xbank
85D1,4,standalone,85D1,4,85D1,4,3,0x20,xbank
85D9,4,secondary,856F,4,856F,4,3,0x20,xbank
86B3,5,standalone,86B3,5,86B3,5,17,0x25,control|table_run|xbank
86C1,5,standalone,86C1,5,86C1,5,17,0x25,control|table_run|xbank
870D,5,standalone,870D,5,86B3,5,20,0x25,control|table_run|xbank
8A27,5,standalone,8A27,5,8A27,5,20,0x25,control|table_run|xbank
8C6D,5,standalone,8C6D,5,8C6D,5,20,0x25,control|table_run|xbank
8F19,5,standalone,8F19,5,8594,5,24,0x25,control|table_run|xbank
8F29,5,standalone,8F29,5,8594,5,24,0x25,control|table_run|xbank
904E,5,standalone,904E,5,8594,5,21,0x25,control|table_run|xbank
9083,5,standalone,9083,5,8594,5,21,0x25,control|table_run|xbank
9060,5,standalone,9060,5,8594,5,22,0x25,control|table_run|xbank
90C3,5,standalone,90C3,5,9083,5,25,0x25,control|table_run|xbank
910A,5,standalone,910A,5,8594,5,21,0x25,control|table_run|xbank
913C,5,standalone,913C,5,8594,5,21,0x25,control|table_run|xbank
911A,5,standalone,911A,5,8594,5,22,0x25,control|table_run|xbank
917D,5,standalone,917D,5,913C,5,25,0x25,control|table_run|xbank
EC91,7,standalone,EC91,7,EC91,7,51,0x27,control|ptr_scan|table_run|xbank
9213,5,standalone,9213,5,8594,5,48,0x25,control|table_run|xbank
EC36,7,standalone,EC36,7,EC36,7,28,0x25,control|table_run|xbank
943A,5,standalone,943A,5,8594,5,20,0x25,control|table_run|xbank
9568,5,standalone,9568,5,8594,5,24,0x25,control|table_run|xbank
9594,5,standalone,9594,5,9594,5,23,0x25,control|table_run|xbank
