entry_type,addr,bank,status,canonical_addr,canonical_bank
extra_func,BD05,5,AUTO_DISCOVERED,,
extra_func,BCD0,5,AUTO_DISCOVERED,,
extra_func,B1FF,5,AUTO_DISCOVERED,,
extra_func,B101,5,AUTO_DISCOVERED,,
extra_func,BD30,5,AUTO_DISCOVERED,,
extra_func,B1BD,5,AUTO_DISCOVERED,,
extra_func,A0B1,5,AUTO_DISCOVERED,,
extra_func,A004,5,AUTO_DISCOVERED,,
extra_func,BD4D,5,AUTO_DISCOVERED,,
extra_func,B1F0,5,AUTO_DISCOVERED,,
extra_func,90BC,5,AUTO_DISCOVERED,,
extra_func,B0BD,5,AUTO_DISCOVERED,,
extra_func,9405,5,AUTO_DISCOVERED,,
extra_func,BC71,5,AUTO_DISCOVERED,,
extra_func,B14C,5,AUTO_DISCOVERED,,
extra_func,A5F0,5,AUTO_DISCOVERED,,
extra_func,9728,5,AUTO_DISCOVERED,,
extra_func,90A9,5,AUTO_DISCOVERED,,
extra_func,B1C0,5,AUTO_DISCOVERED,,
extra_func,9DBD,5,AUTO_DISCOVERED,,
extra_func,A029,5,AUTO_DISCOVERED,,
extra_func,9F9D,5,AUTO_DISCOVERED,,
extra_func,9FA8,5,AUTO_DISCOVERED,,
extra_func,9FC2,5,AUTO_DISCOVERED,,
extra_func,BD9F,5,AUTO_DISCOVERED,,
extra_func,A951,5,AUTO_DISCOVERED,,
extra_func,B5A9,5,AUTO_DISCOVERED,,
extra_func,9A20,5,AUTO_DISCOVERED,,
extra_func,9483,5,AUTO_DISCOVERED,,
extra_func,9D0D,5,AUTO_DISCOVERED,,
extra_func,B006,5,AUTO_DISCOVERED,,
extra_func,9D20,5,AUTO_DISCOVERED,,
extra_func,B59D,5,AUTO_DISCOVERED,,
extra_func,B031,5,AUTO_DISCOVERED,,
extra_func,95B0,5,AUTO_DISCOVERED,,
extra_func,9D18,5,AUTO_DISCOVERED,,
extra_func,B011,5,AUTO_DISCOVERED,,
extra_func,A995,5,AUTO_DISCOVERED,,
extra_func,BD4C,5,AUTO_DISCOVERED,,
extra_func,9177,5,AUTO_DISCOVERED,,
extra_func,A506,5,AUTO_DISCOVERED,,
extra_func,9703,5,AUTO_DISCOVERED,,
extra_func,A020,5,AUTO_DISCOVERED,,
extra_func,A04D,5,AUTO_DISCOVERED,,
extra_func,98F0,5,AUTO_DISCOVERED,,
extra_func,9998,5,AUTO_DISCOVERED,,
extra_func,9B99,5,AUTO_DISCOVERED,,
extra_func,9159,5,AUTO_DISCOVERED,,
extra_func,BDBC,5,AUTO_DISCOVERED,,
extra_func,A8FE,5,AUTO_DISCOVERED,,
extra_func,BD51,5,AUTO_DISCOVERED,,
extra_func,A0D3,5,AUTO_DISCOVERED,,
extra_func,989A,5,AUTO_DISCOVERED,,
extra_func,A94C,5,AUTO_DISCOVERED,,
extra_func,9D98,5,AUTO_DISCOVERED,,
extra_func,BD0B,5,AUTO_DISCOVERED,,
extra_func,910B,5,AUTO_DISCOVERED,,
extra_func,993B,5,AUTO_DISCOVERED,,
extra_func,BD0F,5,AUTO_DISCOVERED,,
extra_func,9702,5,AUTO_DISCOVERED,,
extra_func,A4FD,5,AUTO_DISCOVERED,,
extra_func,9651,5,AUTO_DISCOVERED,,
extra_func,9D7D,5,AUTO_DISCOVERED,,
extra_func,A09D,5,AUTO_DISCOVERED,,
extra_func,A10F,5,AUTO_DISCOVERED,,
extra_func,A121,5,AUTO_DISCOVERED,,
extra_func,A132,5,AUTO_DISCOVERED,,
extra_func,A13D,5,AUTO_DISCOVERED,,
extra_func,A14C,5,AUTO_DISCOVERED,,
extra_func,A9A1,5,AUTO_DISCOVERED,,
extra_func,A930,5,AUTO_DISCOVERED,,
extra_func,9DA9,5,AUTO_DISCOVERED,,
extra_func,9D0B,5,AUTO_DISCOVERED,,
extra_func,9229,5,AUTO_DISCOVERED,,
extra_func,A903,5,AUTO_DISCOVERED,,
extra_func,A902,5,AUTO_DISCOVERED,,
extra_func,9195,5,AUTO_DISCOVERED,,
extra_func,9291,5,AUTO_DISCOVERED,,
extra_func,A8BD,5,AUTO_DISCOVERED,,
extra_func,B991,5,AUTO_DISCOVERED,,
extra_func,A118,5,AUTO_DISCOVERED,,
extra_func,9D69,5,AUTO_DISCOVERED,,
extra_func,A24D,5,AUTO_DISCOVERED,,
extra_func,A258,5,AUTO_DISCOVERED,,
extra_func,A9A2,5,AUTO_DISCOVERED,,
extra_func,90C0,5,AUTO_DISCOVERED,,
extra_func,B103,5,AUTO_DISCOVERED,,
extra_func,A829,5,AUTO_DISCOVERED,,
extra_func,B9B1,5,AUTO_DISCOVERED,,
extra_func,9D6D,5,AUTO_DISCOVERED,,
extra_func,A55B,5,AUTO_DISCOVERED,,
extra_func,A566,5,AUTO_DISCOVERED,,
extra_func,A5A1,5,AUTO_DISCOVERED,,
extra_func,A5AC,5,AUTO_DISCOVERED,,
extra_func,ADA5,5,AUTO_DISCOVERED,,
extra_func,92D0,5,AUTO_DISCOVERED,,
extra_func,AD4C,5,AUTO_DISCOVERED,,
extra_func,A9EA,5,AUTO_DISCOVERED,,
extra_func,81E9,5,AUTO_DISCOVERED,,
extra_func,9930,5,AUTO_DISCOVERED,,
extra_func,B02E,5,AUTO_DISCOVERED,,
extra_func,A981,5,AUTO_DISCOVERED,,
extra_func,A941,5,AUTO_DISCOVERED,,
extra_func,AD4A,5,AUTO_DISCOVERED,,
extra_func,A940,5,AUTO_DISCOVERED,,
extra_func,9931,5,AUTO_DISCOVERED,,
extra_func,AD99,5,AUTO_DISCOVERED,,
extra_func,B027,5,AUTO_DISCOVERED,,
extra_func,A98E,5,AUTO_DISCOVERED,,
extra_func,A944,5,AUTO_DISCOVERED,,
extra_func,99F7,5,AUTO_DISCOVERED,,
extra_func,BD99,5,AUTO_DISCOVERED,,
extra_func,91F1,5,AUTO_DISCOVERED,,
extra_func,9EBD,5,AUTO_DISCOVERED,,
extra_func,B9FD,5,AUTO_DISCOVERED,,
extra_func,B9D1,5,AUTO_DISCOVERED,,
extra_func,A07D,5,AUTO_DISCOVERED,,
